SPEAKER,DATE,TITLE,CITATION,URL,Attitude,Merged_Text
Barack Obama,19-Feb-09,"The President's News Conference With Prime Minister Stephen Harper of Canada in Ottawa, Canada","Barack Obama, The President's News Conference With Prime Minister Stephen Harper of Canada in Ottawa, Canada Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286338",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-prime-minister-stephen-harper-canada-ottawa-canada,1,"I think the more that we can coordinate in--with Canada, as well as Mexico, a country that has already shown interest in leadership on this issue--and when I spoke to President Calderon, he indicated this is an area of interest to him--the more that, within this hemisphere, we can show leadership, I think the more likely it is that we can draw in countries like China and India, whose participation is absolutely critical for us to be able to solve this problem over the long term"
Barack Obama,19-Feb-09,"The President's News Conference With Prime Minister Stephen Harper of Canada in Ottawa, Canada","Barack Obama, The President's News Conference With Prime Minister Stephen Harper of Canada in Ottawa, Canada Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286338",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-prime-minister-stephen-harper-canada-ottawa-canada,0, But your aides said that you would be trying to convince our friends in Canada and in Mexico of the rightness of your position
Barack Obama,19-Feb-09,"The President's News Conference With Prime Minister Stephen Harper of Canada in Ottawa, Canada","Barack Obama, The President's News Conference With Prime Minister Stephen Harper of Canada in Ottawa, Canada Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286338",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-prime-minister-stephen-harper-canada-ottawa-canada,0," And I think it is important, whether we're talking about our relationships with Canada or our relationships with Mexico, that all countries concerned are thinking about how workers are being treated and all countries concerned are thinking about environmental issues of the sort that Emmanuelle [Emmanuelle Latraverse, Radio-Canada] just raised earlier"
Barack Obama,24-Mar-09,The President's News Conference,"Barack Obama, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/285971",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1123,0,"Is Lourdes [Lourdes Meluza] here, from Univision?Mexico-U"
Barack Obama,24-Mar-09,The President's News Conference,"Barack Obama, The President's News Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/285971",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-1123,1," Today your administration presented a plan to help curb the violence in Mexico and also to control any, or prevent any, spillover of the violence into the United States"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," Ladies and gentlemen of the press, of the media, I would like to give the warmest welcome to Mexico, to President Barack Obama, and to the delegation accompanying him"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"Today in the meetings that we have held, we have confirmed the determination of both Governments to consolidate the very, very close contacts and links that join and bring together Mexico and the United States"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," audience, and other cooperation--ways of cooperation in climate change, such as something that Mexico has proposed called the Green Fund"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1, We would also like to thank--to welcome the possibility that Mexico might be the seat of the 16th U
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"We have recognized and acknowledged, ladies and gentlemen, that Mexico and the United States do not have to compete among themselves, but rather they must be able to take advantage of the complementary nature of their economies in order to compete as partners with regard to other parts of the world"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," to travel to Cuba and to be able to send remittances, Mexico acknowledges that this is a very constructive, positive step for the hemispheric relations, particularly for the region"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1, I want to begin by thanking the people of Mexico for their gracious welcome
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"You know, this is my first trip to Mexico as President, and I see this visit, as I know President Calderon does, as an opportunity to launch a new era of cooperation and partnership between our two countries, an era built on an even firmer foundation of mutual responsibility and mutual respect and mutual interest"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,We also discussed our shared interest in meeting an immigration challenge that has serious implications for both the United States and for Mexico
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1, My country has been greatly enriched by migration from Mexico
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," And I'm committed to working with President Calderon to promote the kind of bottom-up economic growth here in Mexico that will allow people to live out their dreams here and, as a consequence, will relieve some of the pressures that we've seen along the borders"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," And I want to commend him for the work that he's already made in cutting greenhouse gas emissions, the commitment that he's made even though Mexico is not required to do so under the Kyoto Protocol"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," climate negotiations, which I hope will be held here in Mexico"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0,"Now, as essential as it is that we work together to overcome each of these common challenges, there's one particular area that requires our urgent and coordinated action, and that is the battle that's taking place with respect to the drug cartels that are fueling kidnapings and sowing chaos in our communities and robbing so many of a future, both here in Mexico and in the United States"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1, I commend Mexico for the successes that have already been achieved
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1, But I will not pretend that this is Mexico's responsibility alone
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," More than 90 percent of the guns recovered in Mexico come from the United States, many from gun shops that line our shared border"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1, And we are absolutely committed to working in a partnership with Mexico to make sure that we are dealing with this scourge on both sides of the border
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1, And that's why the United States is taking the following steps: We've begun to accelerate efforts to implement the Merida Initiative so we can provide Mexico with the military aircraft and inspection equipment they need when they need it
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," law, clearing the way for our Treasury Department, working together with Mexico, to freeze their assets and subject them to sanctions"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," And I continue to believe that we can respect and honor the second amendment rights in our Constitution, the rights of sportsmen and hunters and homeowners who want to keep their families safe to lawfully bear arms, while dealing with assault weapons that, as we now know, here in Mexico, are helping to fuel extraordinary violence--violence in our own country as well"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"And so our focus is to work with Secretary Napolitano, Attorney General Holder, our entire Homeland Security team, ATF, border security, everybody who is involved in this, to coordinate with our counterparts in Mexico to significantly ramp up our enforcement of existing laws"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," and Mexico, we have had an open, frank, trusting conversation between President Obama and myself"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0,"From the moment that the prohibition of--on the sale of assault weapons a few years ago, we have seen an increase in the power of organized crime in Mexico"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0,-Mexico border--only at the border
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"On the other hand, I do believe that our relationship--the new era we must build in our relationship between Mexico and the United States must be one with trust and respect"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," I personally believe that as long as we are able to explain clearly what our problems in Mexico are, then we might also be able to seek a solution that--respecting the constitutional rights of the Americans, at the same time, will prevent--or rather avoid that organized crime becomes better armed in our country"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," For example, in armament, it is not only a matter of seeing whether we can change the legislation on assault weapons--we have already said what our position is--but we might also be able to see whether they can apply existing legislation in Mexico and the United States on armament"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," For example, in Mexico it's a matter of enforcement with the Export Control Act"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0, And that is the case of Mexico
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," law that prohibits the sale of these weapons and their export to Mexico, we can move a great deal forward"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0,One more thing I forgot to mention: One other thing we can do is to track the weapons that we have in Mexico
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," If we manage to detect weapons sold illegally in the United States in violation of this law on the control of weapons exports, or if, in the United States, they can have--probably move forward on a good registry of armament or on the prohibition of certain massive sales of weapons, for example, to a hunter or to a common citizen--we know that these people do not usually buy hundreds of rifles or assault weapons or of grenades--if we can move forward in those areas, I do believe that security both of Mexico--both of the United States and Mexico will improve, because those weapons are pointing against Mexican people and Mexican officials today"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0,But crime is not only acting in Mexico; it is also acting in the United States
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," And I do hope that those weapons that are sold today in the United States and are being used in Mexico, I hope the day will never come in which they will also be used against the North American society or against U"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," officials, just like they are now being used in Mexico"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0,Mexico-U
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," As of today, how can we establish the concrete objectives that in 2012 will allow us to say, fine, a new era began between Mexico and the United States back then?Particularly I'm addressing this to you, President Obama"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," In addition to the chance that you will invest your political capital in being able to stop the flow of these weapons to Mexico, what can we hope for? How--what can we expect to see in terms of arresting the drug lords, the kingpins in the U"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," And a former President of Mexico, ex-President Fox, said that in the back they have only gotten little pats in the back from his predecessors"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0, You can't just have Mexico making an effort but the United States not making an effort
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"And so we're going to work as hard as we can and as diligently as we can on these issues, always mindful, though, that the relationship between Mexico and the United States cannot just be defined by drugs"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1," But with a very difficult crime rate that we had last year, despite them, crime in Mexico was 10"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"I believe one issue has to be, of course, that we have to cut down on crime in Mexico, for sure, but, number two, I hope, in the course of time, to be a safer border and a more efficient border"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,0," As long as--if we are able to stop the flow of drugs, illicit money, and weapons, we will have greater progress both in the United States and Mexico"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,1,"Now, in the midterm, we would like a renewal of our police forces in Mexico"
Barack Obama,16-Apr-09,The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City,"Barack Obama, The President's News Conference With President Felipe de Jesus Calderon Hinojosa of Mexico in Mexico City Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/286601",https://www.presidency.ucsb.edu/documents/the-presidents-news-conference-with-president-felipe-de-jesus-calderon-hinojosa-mexico-1,," Why? Well, because on our side we are cleaning our house; we are sweeping everything from top to bottom so that all the police forces at the--from the top officials at the Attorney General's office, the army, the navy, that all officials in Mexico, all police officials, that we can truly trust in their honesty, and that at the same time, technologically, they will be top-notch as the rest of the world in investigation, in databases"
